,ID,NAME,r ankle_X,r ankle_Y,r knee_X,r knee_Y,r hip_X,r hip_Y,l hip_X,l hip_Y,l knee_X,l knee_Y,l ankle_X,l ankle_Y,pelvis_X,pelvis_Y,thorax_X,thorax_Y,upper neck_X,upper neck_Y,head top_X,head top_Y,r wrist_X,r wrist_Y,r elbow_X,r elbow_Y,r shoulder_X,r shoulder_Y,l shoulder_X,l shoulder_Y,l elbow_X,l elbow_Y,l wrist_X,l wrist_Y,Scale,Activity,Category
5721,5722,036509392.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,804,513,829.7378,359.3949,872.2622,105.6051,730,795,590,817,624,503,984,522,1034,817,1056,1071,7.719834195110669,"fishing in stream, in waders (Taylor Code 670)",fishing and hunting
5722,5723,061149485.jpg,-1,-1,1148,976,1186,817,1184,844,1019,1052,-1,-1,1185,831,1300,515,1299.2682,424.9867,1297.7318,236.0133,1113,525,1243,541,1281,485,1319,544,1302,784,1113,744,5.669387268479725,"fishing in stream, in waders (Taylor Code 670)",fishing and hunting
5723,5724,069603141.jpg,-1,-1,1215,1031,1220,811,1141,814,1082,1073,-1,-1,1181,813,1238,509,1207.2225,399.161,1159.7775,229.839,1195,429,1305,536,1305,415,1170,603,1147,764,1009,831,5.275307005284148,"fishing in stream, in waders (Taylor Code 670)",fishing and hunting
5724,5725,034247522.jpg,1037,997,1034,838,990,606,1118,655,1108,897,1096,1074,1054,631,1079,316,1073.2054,307.6734,965.7946,153.3266,829,441,947,432,981,320,1177,311,1267,308,1161,141,5.641276451300716,"fishing in stream, in waders (Taylor Code 670)",fishing and hunting
5725,5726,010796245.jpg,553,710,489,584,588,582,679,578,830,619,934,714,634,580,618,346,613.5859,304.6839,597.4141,153.3161,574,580,448,479,491,334,745,357,779,532,723,599,4.5668790218266135,"fishing from boat or canoe, sitting",fishing and hunting
5726,5727,006964587.jpg,876,588,881,459,841,285,782,272,757,435,659,535,812,279,898,180,898.4407,179.5908,953.5593,128.4092,926,368,954,306,950,199,846,160,787,240,809,288,2.256510580520286,"fishing in stream, in waders (Taylor Code 670)",fishing and hunting
5727,5728,058893602.jpg,-1,-1,410,636,499,679,650,688,874,663,-1,-1,575,684,567,309,571.4704,275.404,595.5296,94.596,497,586,348,526,396,309,737,309,818,501,756,584,5.472052631325835,"fishing from boat or canoe, sitting",fishing and hunting
5728,5729,052065535.jpg,-1,-1,-1,-1,702,592,791,580,-1,-1,-1,-1,747,586,743,286,721.4596,266.3776,618.5404,172.6224,588,427,700,460,702,319,783,253,807,417,657,503,4.176620643534674,"fishing in stream, in waders (Taylor Code 670)",fishing and hunting
5729,5730,074220101.jpg,-1,-1,460,607,571,603,660,605,677,605,-1,-1,616,604,590,405,588.8102,390.9382,580.1898,289.0618,501,585,466,520,511,415,668,394,743,432,787,401,3.067215023437385,"fishing in stream, in waders (Taylor Code 670)",fishing and hunting
5730,5731,050973551.jpg,436,568,543,455,694,442,724,453,569,472,492,594,709,448,728,310,725.7331,297.0461,709.2669,202.9539,611,362,656,322,687,298,769,322,750,416,660,399,2.865664320886172,"fishing from boat or canoe, sitting",fishing and hunting
5731,5732,042244579.jpg,36,602,132,472,107,238,150,248,176,474,72,601,129,243,225,70,202.8753,94.3372,277.1247,12.6628,298,323,201,198,198,57,251,83,121,200,147,282,3.3113912484030035,"fishing from boat or canoe, sitting",fishing and hunting
5732,5733,039808718.jpg,998,581,971,466,995,347,994,351,970,474,1002,586,995,349,945,266,933.8576,261.1174,867.1424,231.8826,931,392,974,343,957,267,933,264,917,314,968,375,2.185186490897287,"fishing in stream, in waders (Taylor Code 670)",fishing and hunting
5733,5734,033555720.jpg,-1,-1,980,681,956,464,918,471,876,713,-1,-1,937,468,981,243,967.7027,201.7557,935.2973,101.2443,956,330,1008,370,1021,272,940,214,804,322,796,259,3.168181812964653,"fishing in stream, in waders (Taylor Code 670)",fishing and hunting
5734,5735,097602016.jpg,378,668,386,565,363,428,431,413,429,556,405,666,397,421,399,233,405.4834,202.1478,421.5166,125.8522,397,463,360,354,368,232,429,234,439,338,432,448,2.3388612613834106,"fishing in stream, in waders (Taylor Code 670)",fishing and hunting
5735,5736,087355558.jpg,751,588,770,450,870,359,942,368,927,554,947,657,906,364,912,170,903.8247,154.6875,857.1753,67.3125,802,291,857,266,882,171,942,169,998,310,971,412,2.9714481318037507,"fishing in stream, in waders (Taylor Code 670)",fishing and hunting
5736,5737,032937807.jpg,-1,-1,-1,-1,441,654,481,654,-1,-1,-1,-1,461,654,410,256,441.6613,227.1323,582.3387,98.8677,369,625,278,479,338,239,481,272,479,444,526,586,5.711193220334959,fishing from river bank,fishing and hunting
5737,5738,058779541.jpg,737,432,730,358,731,281,763,286,768,362,779,427,747,284,769,187,769.8513,168.2721,772.1487,117.7279,720,258,709,223,730,177,807,197,808,252,774,281,1.5178932768808222,fishing from river bank,fishing and hunting
5738,5739,084729675.jpg,-1,-1,250,697,222,498,301,511,272,683,-1,-1,262,505,282,293,296.9853,238.1387,326.0147,131.8613,145,490,126,394,203,283,360,302,365,413,407,424,3.305123295733458,"fishing in stream, in waders (Taylor Code 670)",fishing and hunting
5739,5740,044127434.jpg,-1,-1,808,713,767,561,660,561,647,711,-1,-1,714,561,759,295,771.1738,265.4827,819.8262,147.5173,966,548,905,428,863,303,655,286,569,379,526,476,3.8281316591778825,"fishing in stream, in waders (Taylor Code 670)",fishing and hunting
5740,5741,001795786.jpg,-1,-1,-1,-1,367,702,487,704,-1,-1,-1,-1,427,703,460,282,489.3698,251.1163,624.6302,108.8837,615,410,427,423,359,251,561,313,594,475,735,487,5.888369553620084,"fishing in stream, in waders (Taylor Code 670)",fishing and hunting
5741,5742,007451046.jpg,-1,-1,416,641,402,480,376,492,347,658,-1,-1,389,486,357,314,345.8874,271.8225,324.1126,189.1775,166,352,262,336,367,309,346,319,277,395,198,371,2.5639594380566946,"fishing in stream, in waders (Taylor Code 670)",fishing and hunting
5742,5743,051039272.jpg,363,625,363,519,363,405,422,418,424,519,422,625,393,412,411,278,417.0341,251.8521,431.9659,187.1479,408,278,364,304,371,266,451,290,504,320,497,269,1.992144573066925,fishing from river bank,fishing and hunting
5743,5744,096943938.jpg,-1,-1,468,708,433,636,408,627,431,702,-1,-1,421,632,462,522,465.0,503.0,474.0,451.0,553,542,527,556,489,539,434,505,465,536,496,554,1.5936072288992669,"fishing in stream, in waders (Taylor Code 670)",fishing and hunting
5744,5745,069320954.jpg,1019,583,1035,465,1048,349,987,343,992,473,992,589,1018,346,1003,175,991.7444,144.0471,966.2556,73.9529,1050,297,1091,255,1060,177,946,172,925,262,938,233,2.23754150799488,"fishing in stream, in waders (Taylor Code 670)",fishing and hunting
5745,5746,007091619.jpg,1041,610,1058,509,1071,421,1041,420,1076,509,1076,590,1056,421,1059,276,1066.343,251.4534,1086.657,183.5466,1134,418,1113,363,1100,275,1017,277,993,336,1026,379,2.126405417600322,"fishing in stream, in waders (Taylor Code 670)",fishing and hunting
5746,5747,018936088.jpg,-1,-1,505,617,461,452,498,452,511,557,-1,-1,480,452,519,274,529.5271,247.4943,564.4729,159.5057,638,373,522,356,476,262,562,286,582,341,658,327,2.8402253431726154,"fishing in stream, in waders (Taylor Code 670)",fishing and hunting
5747,5748,077132314.jpg,-1,-1,-1,-1,882,588,1060,644,-1,-1,-1,-1,971,616,871,274,809.1919,196.5506,687.8081,44.4494,439,518,667,460,735,280,1006,268,1060,503,838,520,5.837972250704863,"fishing in stream, in waders (Taylor Code 670)",fishing and hunting
5748,5749,084143976.jpg,1032,482,1025,413,1026,344,1009,353,1013,429,1021,508,1018,349,1025,251,1021.0,239.0,1005.0,191.0,1005,280,1029,280,1037,249,1013,252,977,286,964,252,1.5178932768808222,"fishing in stream, in waders (Taylor Code 670)",fishing and hunting
5749,5750,061769459.jpg,865,444,764,295,992,214,1128,303,1062,510,1033,433,1060,259,1016,132,1018.948,133.6951,853.052,38.3049,863,425,876,262,894,86,1138,177,940,390,766,485,5.740968559398318,"fishing in stream, in waders (Taylor Code 670)",fishing and hunting
5750,5751,064442317.jpg,1019,463,979,376,1037,247,1089,251,1068,389,1071,517,1063,249,1076,112,1067.0098,85.6716,1042.9902,15.3284,973,151,975,174,1038,113,1113,111,1132,183,1075,149,2.2299345281868703,"fishing in stream, in waders (Taylor Code 670)",fishing and hunting
5751,5752,082853026.jpg,994,692,972,618,1010,541,1070,539,1051,657,1055,733,1040,540,1044,415,1031.1364,388.3701,999.8636,323.6299,969,455,1019,471,1010,420,1078,410,1049,477,994,461,2.156931153282366,"fishing in stream, in waders (Taylor Code 670)",fishing and hunting
5752,5753,078827521.jpg,432,804,432,667,282,598,263,593,321,754,306,840,273,596,254,399,267.3635,363.2203,302.6365,268.7797,374,465,299,518,261,403,246,395,254,463,335,456,3.024380928388485,"fishing in stream, in waders (Taylor Code 670)",fishing and hunting
5753,5754,025903514.jpg,311,824,333,751,328,622,417,619,451,732,482,816,373,621,349,427,353.6687,410.1926,379.3313,317.8074,275,424,268,509,302,424,395,429,439,470,376,403,2.8764978706753808,"fishing in stream, in waders (Taylor Code 670)",fishing and hunting
5754,5755,070867672.jpg,956,773,940,626,864,498,788,510,761,707,717,787,826,504,824,325,829.1372,290.8263,841.8628,206.1737,944,369,983,361,880,319,767,331,717,417,717,349,2.568112147083923,"fishing in stream, in waders (Taylor Code 670)",fishing and hunting
5755,5756,021485461.jpg,652,753,620,649,625,502,582,506,525,687,568,801,604,504,572,310,561.9906,277.3162,533.0094,182.6838,545,368,586,379,607,311,536,309,457,393,423,320,2.969121082071258,"fishing in stream, in waders (Taylor Code 670)",fishing and hunting
5756,5757,004033016.jpg,540,831,538,725,564,608,533,613,509,732,511,848,549,611,542,484,524.8185,450.9003,491.1815,386.0997,489,549,527,540,555,483,529,485,478,556,430,540,2.190320524489509,"fishing in stream, in waders (Taylor Code 670)",fishing and hunting
5757,5758,020113654.jpg,282,828,355,694,266,602,338,595,316,732,282,877,302,599,281,411,290.6203,379.1209,322.3797,273.8791,287,501,189,554,217,424,345,398,391,501,383,475,3.29788295729245,"fishing in stream, in waders (Taylor Code 670)",fishing and hunting
5758,5759,017862888.jpg,829,926,844,767,855,583,756,570,782,729,782,896,806,577,834,329,841.5643,271.1872,854.4357,172.8128,891,415,949,433,919,325,748,332,735,443,795,463,2.9763870716020784,fishing from river bank,fishing and hunting
5759,5760,033774800.jpg,450,882,450,708,417,482,331,486,347,706,357,884,374,484,367,276,369.7872,247.7564,379.2128,152.2436,474,299,518,321,452,253,281,299,279,379,371,331,2.879299914909873,fishing from river bank,fishing and hunting
5760,5761,041844950.jpg,79,895,98,739,112,589,70,584,75,732,82,872,91,587,143,435,146.9755,428.0624,190.0245,352.9376,305,476,250,464,188,432,98,437,121,471,169,492,2.5975496145405965,fishing from river bank,fishing and hunting
5761,5762,050853889.jpg,382,1070,412,939,417,771,367,761,379,915,343,1043,392,766,340,603,346.0,570.0,367.0,477.0,405,557,460,638,352,617,328,588,444,578,422,547,2.8711865143177318,fishing from river bank,fishing and hunting
5762,5763,047675388.jpg,715,803,719,651,723,436,620,445,611,660,600,818,672,441,663,228,671.7688,173.6824,690.2312,59.3176,879,374,816,348,758,229,567,227,543,344,554,442,3.47536242714339,fishing from river bank,fishing and hunting
5763,5764,027067461.jpg,273,973,273,792,256,593,150,598,157,816,157,975,203,596,205,362,215.8694,298.9047,235.1306,187.0953,379,482,338,482,306,352,104,371,88,506,107,590,3.4036874122045937,fishing from river bank,fishing and hunting
5764,5765,002917067.jpg,-1,-1,619,927,602,701,482,711,509,934,-1,-1,542,706,528,492,521.6564,461.215,500.3436,357.785,535,499,648,549,600,477,456,506,379,614,547,552,3.1680909077865804,fishing from river bank,fishing and hunting
5765,5766,060510162.jpg,1444,711,1447,619,1480,494,1540,504,1499,626,1495,730,1510,499,1501,313,1495.9901,309.9357,1403.0099,253.0643,1425,448,1463,427,1480,314,1521,311,1507,371,1456,331,3.2698183435781263,fishing from river bank,fishing and hunting
5766,5767,039574483.jpg,-1,-1,975,793,972,480,1093,515,1102,758,-1,-1,1033,498,1082,287,1116.3586,237.4306,1239.6414,59.5694,851,471,765,314,886,232,1277,341,1262,486,1259,586,6.49229943856566,"fishing in stream, in waders (Taylor Code 670)",fishing and hunting
5767,5768,086423060.jpg,942,903,1043,754,1004,504,1004,511,1096,766,976,855,1004,508,1012,259,1027.0449,222.0717,1073.9551,106.9283,1216,109,1122,256,1019,244,1004,273,1014,388,1139,323,3.7299737264490216,"fishing in stream, in waders (Taylor Code 670)",fishing and hunting
5768,5769,046458276.jpg,963,918,1003,701,980,523,1092,551,1085,770,1079,929,1036,537,1059,277,1066.2605,205.8473,1076.7395,103.1527,950,375,914,405,984,265,1134,288,1157,445,1225,525,3.096837096135345,"fishing in stream, in waders (Taylor Code 670)",fishing and hunting
5769,5770,074436820.jpg,1555,894,1527,811,1537,690,1516,711,1499,825,1541,943,1527,701,1542,572,1533.2726,542.7514,1513.7274,477.2486,1481,486,1525,530,1546,556,1537,588,1537,662,1509,739,2.0507013434432624,"fishing in stream, in waders (Taylor Code 670)",fishing and hunting
5770,5771,061944507.jpg,1532,862,1479,812,1496,725,1522,735,1501,826,1527,898,1509,730,1535,590,1528.961,565.0386,1511.039,490.9614,1460,566,1506,605,1525,578,1544,602,1551,677,1527,768,2.286433029852394,"fishing in stream, in waders (Taylor Code 670)",fishing and hunting
5771,5772,080307564.jpg,1486,879,1465,816,1467,744,1443,754,1412,860,1438,937,1455,749,1459,604,1456.7593,574.1986,1451.2407,500.8014,1438,412,1467,492,1486,590,1431,617,1421,706,1369,754,2.208130430930202,"fishing in stream, in waders (Taylor Code 670)",fishing and hunting
5772,5773,043180510.jpg,1411,956,1385,884,1366,759,1392,773,1298,850,1274,951,1379,766,1384,623,1376.664,603.497,1350.336,533.503,1289,605,1337,634,1375,624,1392,622,1399,691,1385,800,2.243454479145944,"fishing in stream, in waders (Taylor Code 670)",fishing and hunting
5773,5774,046245682.jpg,1613,938,1673,830,1661,698,1659,700,1685,791,1666,884,1660,699,1664,566,1676.8049,543.8048,1711.1951,484.1952,1724,588,1671,635,1664,574,1664,558,1671,618,1708,674,2.0645580640902303,"fishing in stream, in waders (Taylor Code 670)",fishing and hunting
5774,5775,094096579.jpg,-1,-1,299,709,246,495,205,493,251,690,-1,-1,226,494,257,274,265.0,250.0,312.0,123.0,428,443,361,431,303,268,210,279,226,390,308,419,4.08,"fishing in stream, in waders (Taylor Code 670)",fishing and hunting
5775,5776,048637210.jpg,500,689,474,610,444,524,386,540,408,638,413,711,415,532,393,393,394.0,374.0,402.0,288.0,469,429,487,445,437,386,349,400,349,471,378,448,2.5975496145405965,"fishing in stream, in waders (Taylor Code 670)",fishing and hunting
5776,5777,046261927.jpg,327,443,333,377,317,313,335,314,357,368,351,430,326,314,319,243,322.4524,237.7748,352.5476,192.2252,343,233,323,266,313,243,325,243,353,273,370,298,1.6378131761589902,"fishing in stream, in waders (Taylor Code 670)",fishing and hunting
5777,5778,078507186.jpg,994,570,996,485,1019,403,1013,411,1025,502,1034,594,1016,407,991,286,985.875,270.076,968.125,214.924,951,365,974,346,1006,280,976,292,940,359,911,371,1.738136933615991,"fishing in stream, in waders (Taylor Code 670)",fishing and hunting
5778,5779,082157769.jpg,996,558,993,493,1002,402,1032,399,1030,498,1026,582,1017,401,1024,294,1013.2054,262.7233,995.7946,212.2767,957,311,982,318,1006,293,1042,294,1020,360,954,338,1.60099968769516,"fishing in stream, in waders (Taylor Code 670)",fishing and hunting
5779,5780,055448911.jpg,452,611,485,470,355,355,319,297,417,413,410,537,337,326,517,233,543.9578,222.0671,670.0422,170.9329,607,470,570,429,545,313,489,152,448,144,535,127,4.081764324406787,"fishing in stream, in waders (Taylor Code 670)",fishing and hunting
5780,5781,017979781.jpg,442,629,419,524,319,340,353,282,435,392,439,547,336,311,515,275,530.0,274.0,680.0,264.0,576,510,472,462,472,328,557,222,557,322,634,392,4.508551873939126,"fishing in stream, in waders (Taylor Code 670)",fishing and hunting
5781,5782,046775823.jpg,381,557,380,484,377,392,357,387,362,477,364,546,367,390,367,297,372.0159,277.7079,387.9841,216.2921,431,381,377,355,369,304,365,290,397,293,426,258,1.9037310734449864,"fishing in stream, in waders (Taylor Code 670)",fishing and hunting
5782,5783,096807250.jpg,-1,-1,739,635,806,508,757,520,802,638,-1,-1,782,514,771,287,755.4388,252.8519,714.5612,163.1481,693,209,772,275,810,280,732,294,753,398,728,485,2.9573609857438776,"fishing in stream, in waders (Taylor Code 670)",fishing and hunting
5783,5784,075298619.jpg,468,444,483,379,505,270,584,286,594,408,600,480,545,278,579,119,601.9978,80.6704,553.0022,162.3296,377,1,433,76,529,88,629,150,651,262,674,365,2.856907418870972,"fishing in stream, in waders (Taylor Code 670)",fishing and hunting
5784,5785,081116260.jpg,-1,-1,377,671,324,439,425,446,450,657,-1,-1,375,443,540,140,583.3123,128.2486,754.6877,81.7514,510,408,402,307,452,82,628,197,601,340,642,470,5.327135064929366,"fishing in stream, in waders (Taylor Code 670)",fishing and hunting
5785,5786,003282550.jpg,630,584,619,449,608,346,664,346,671,443,655,593,636,346,637,172,634.8589,145.2366,629.1411,73.7634,436,207,501,207,574,170,699,174,750,210,767,218,2.151048116616641,"mowing lawn, walk, hand mower (Taylor Code 570)",lawn and garden
5786,5787,046785946.jpg,620,567,607,468,591,352,652,355,663,469,649,585,622,354,617,173,617.9713,168.5804,636.0287,86.4196,445,205,492,209,558,177,676,169,721,214,752,221,2.5236544929922555,"mowing lawn, walk, hand mower (Taylor Code 570)",lawn and garden
5787,5788,064662113.jpg,621,572,618,470,599,352,663,356,666,473,651,587,631,354,631,171,628.8666,147.7264,622.1334,74.2736,441,211,507,212,575,176,686,166,731,203,765,217,2.2128208241970246,"mowing lawn, walk, hand mower (Taylor Code 570)",lawn and garden
5788,5789,083003268.jpg,653,609,648,504,637,382,687,381,699,492,706,619,662,382,660,210,660.5327,166.5813,661.4673,90.4187,539,263,561,268,594,212,725,207,728,274,668,268,2.285047045467554,"mowing lawn, walk, hand mower (Taylor Code 570)",lawn and garden
5789,5790,004927365.jpg,328,453,412,410,390,315,400,319,406,396,377,488,395,317,428,201,436.3778,183.2923,463.6222,125.7077,501,276,464,261,441,200,415,202,423,257,478,273,1.9111295089553717,"mowing lawn, walk, hand mower (Taylor Code 570)",lawn and garden
5790,5791,085243889.jpg,644,577,632,475,611,369,680,366,686,478,702,588,646,368,643,188,638.6702,155.0453,629.3298,83.9547,540,268,557,280,581,189,705,187,731,265,719,285,2.151048116616641,"mowing lawn, walk, hand mower (Taylor Code 570)",lawn and garden
5791,5792,054840094.jpg,655,593,613,464,647,367,722,357,722,468,710,609,685,362,604,316,603.0,316.0,521.0,341.0,621,543,591,453,578,368,629,264,729,246,673,266,2.582761313013651,[],[]
5792,5793,019731397.jpg,853,347,824,272,851,196,918,199,917,283,927,358,885,198,854,79,849.0,65.0,830.0,10.0,790,161,800,141,812,85,895,72,903,139,859,165,1.7306646122227147,[],[]
5793,5794,028192955.jpg,945,336,929,273,942,195,902,202,881,301,882,389,922,199,890,76,886.0,62.0,871.0,4.0,947,173,950,126,927,75,853,77,836,138,820,185,1.7664065217270908,[],[]
5794,5795,011309974.jpg,720,727,805,623,784,455,750,451,790,616,784,755,767,453,819,312,825.7428,292.9819,851.2572,221.0181,918,434,907,411,867,315,771,309,754,394,843,438,2.2905859512360585,"mowing lawn, walk, hand mower (Taylor Code 570)",lawn and garden
5795,5796,015633144.jpg,862,582,840,516,860,461,842,463,843,528,853,595,851,462,825,370,821.8474,361.6886,806.1526,320.3114,844,431,856,403,847,368,803,371,786,415,784,440,1.3276144018501757,"mowing lawn, walk, hand mower (Taylor Code 570)",lawn and garden
5796,5797,022683710.jpg,520,558,510,454,488,342,560,338,575,449,576,558,524,340,524,177,523.7614,147.4088,523.2386,82.5912,484,250,437,265,469,176,578,177,611,261,589,255,1.9445925022996464,"mowing lawn, walk, hand mower (Taylor Code 570)",lawn and garden
5797,5798,057550102.jpg,564,670,561,522,579,395,630,395,644,501,620,644,605,395,610,206,612.3783,194.9318,633.6217,96.0682,545,384,500,301,534,205,686,206,700,314,673,389,3.033603797465977,"mowing lawn, walk, hand mower (Taylor Code 570)",lawn and garden
5798,5799,042343880.jpg,-1,-1,563,711,547,512,659,516,648,715,-1,-1,603,514,601,232,601.0,228.0,601.0,100.0,463,490,484,362,506,237,696,227,740,362,696,488,3.8610920734942336,"mowing lawn, walk, hand mower (Taylor Code 570)",lawn and garden
5799,5800,051492751.jpg,607,568,598,610,589,464,689,450,787,386,718,579,639,457,659,249,657.3438,209.6642,652.6562,98.3358,438,377,498,370,566,245,751,252,762,364,773,250,3.342813186524188,"mowing lawn, walk, hand mower (Taylor Code 570)",lawn and garden
5800,5801,017067744.jpg,829,530,609,565,756,436,813,439,719,430,746,614,785,438,767,229,762.8166,200.9558,744.1834,76.0442,481,261,591,316,693,225,841,233,760,373,607,388,3.7888087837736015,"mowing lawn, walk, hand mower (Taylor Code 570)",lawn and garden
5801,5802,066290625.jpg,-1,-1,-1,-1,522,526,646,522,-1,-1,-1,-1,584,524,582,229,583.8925,176.7206,588.1075,60.2794,441,328,425,364,481,229,682,229,732,338,675,334,3.4955239950542465,"mowing lawn, walk, hand mower (Taylor Code 570)",lawn and garden
5802,5803,085253874.jpg,669,513,584,613,621,447,714,451,738,404,687,601,668,449,669,252,663.2631,218.689,643.7369,105.311,436,371,556,338,588,239,749,264,669,410,543,472,3.45141362343026,"mowing lawn, walk, hand mower (Taylor Code 570)",lawn and garden
5803,5804,025793951.jpg,573,612,578,493,594,375,661,378,655,492,655,626,628,377,646,198,647.9272,190.4395,670.0728,103.5605,550,394,557,294,586,200,706,195,728,282,698,294,2.689713739415405,"mowing lawn, walk, hand mower (Taylor Code 570)",lawn and garden
5804,5805,049151423.jpg,673,553,641,437,639,336,689,344,673,442,721,543,664,340,656,211,652.966,200.747,630.034,123.253,601,298,595,261,609,208,702,214,741,280,684,310,2.424475200945557,"mowing lawn, walk, hand mower (Taylor Code 570)",lawn and garden
5805,5806,097552733.jpg,855,615,847,503,869,389,933,386,933,480,938,620,901,388,900,228,901.025,233.2458,881.975,135.7542,823,317,826,270,840,222,959,234,1018,291,949,335,2.9800617443267843,"mowing lawn, walk, hand mower (Taylor Code 570)",lawn and garden
5806,5807,033324174.jpg,693,717,695,555,681,397,767,388,777,514,772,638,724,393,714,236,712.0937,215.0312,701.9063,102.9688,590,407,610,323,640,237,788,235,775,335,739,431,3.37573458672331,"mowing lawn, walk, hand mower (Taylor Code 570)",lawn and garden
5807,5808,059504634.jpg,651,590,644,454,633,327,703,329,678,454,684,572,668,328,682,157,687.6864,128.5682,702.3136,55.4318,594,233,571,242,621,151,742,163,761,245,740,250,2.23754150799488,"mowing lawn, walk, hand mower (Taylor Code 570)",lawn and garden
5808,5809,009019570.jpg,211,270,257,192,278,111,331,119,351,200,342,284,305,115,328,58,301.8006,55.8167,366.1994,61.1833,378,110,316,139,292,70,363,45,381,98,418,106,1.938659330568421,"mowing lawn, walk, hand mower (Taylor Code 570)",lawn and garden
5809,5810,060601500.jpg,664,578,638,448,640,343,698,343,688,452,690,618,669,343,684,202,682.6993,213.8925,692.3007,126.1075,598,298,587,240,621,198,746,206,776,259,739,310,2.649256499473012,"mowing lawn, walk, hand mower (Taylor Code 570)",lawn and garden
5810,5811,008963177.jpg,665,697,511,605,522,460,614,456,585,632,-1,-1,568,458,520,250,496.6754,224.7317,411.3246,132.2683,432,447,504,364,482,251,557,249,623,385,511,460,3.775025297928478,"mowing lawn, walk, hand mower (Taylor Code 570)",lawn and garden
5811,5812,095923544.jpg,874,384,874,328,861,294,826,295,828,347,832,386,844,295,845,205,848.7187,195.0183,860.2813,163.9817,856,249,877,241,872,206,817,204,795,228,817,246,0.9936115941352538,"mowing lawn, walk, hand mower (Taylor Code 570)",lawn and garden
5812,5813,071566265.jpg,776,431,772,355,769,279,806,282,796,358,834,404,788,281,784,164,780.6638,157.0244,754.3362,101.9756,727,236,738,200,742,164,825,164,834,215,777,249,1.8306195672503884,"mowing lawn, walk, hand mower (Taylor Code 570)",lawn and garden
5813,5814,078815979.jpg,574,628,557,541,582,450,586,458,557,569,599,681,584,454,540,320,519.2499,304.7969,459.7501,261.2031,455,322,501,317,535,317,545,323,479,413,384,387,2.2128208241970246,picking fruits/vegetables,lawn and garden
5814,5815,070410436.jpg,1055,697,1043,550,1012,399,948,393,916,516,871,627,980,396,1012,229,1024.9568,208.1019,1061.0432,149.8981,1127,353,1114,344,1065,238,959,220,959,285,1027,322,2.054489717667139,picking fruits/vegetables,lawn and garden
5815,5816,058972904.jpg,-1,-1,-1,-1,278,483,372,488,470,640,-1,-1,325,486,356,210,386.5479,182.7846,490.4521,90.2154,629,296,503,293,343,167,368,252,477,363,585,370,4.174758436125377,picking fruits/vegetables,lawn and garden
5816,5817,044991278.jpg,781,715,768,591,797,498,875,505,883,601,906,705,836,502,805,334,794.402,309.8601,761.598,235.1399,699,359,766,395,761,341,848,327,858,407,776,415,2.4481176442319925,picking fruits/vegetables,lawn and garden
5817,5818,085837338.jpg,648,595,624,527,602,446,591,456,556,520,567,604,597,451,581,349,570.9678,332.6432,545.0322,290.3568,536,400,576,388,581,343,581,355,585,403,536,406,1.4881935358010392,picking fruits/vegetables,lawn and garden
5818,5819,045448273.jpg,458,391,453,296,413,229,434,239,468,306,470,394,424,234,402,145,405.1992,130.6035,416.8008,78.3965,450,219,396,199,384,136,419,154,457,162,478,123,1.6044139116823937,picking fruits/vegetables,lawn and garden
5819,5820,020928776.jpg,341,343,355,269,355,194,369,205,370,271,366,339,362,200,361,117,366.6532,104.9139,384.3468,67.0861,443,80,400,99,358,103,363,130,394,149,418,114,1.2528367810692658,picking fruits/vegetables,lawn and garden
5820,5821,000371966.jpg,-1,-1,-1,-1,326,440,367,453,-1,-1,-1,-1,347,447,385,258,385.2016,229.3782,385.7984,144.6218,281,261,298,311,333,250,437,265,443,362,432,447,2.542754412050051,picking fruits/vegetables,lawn and garden
5821,5822,024150623.jpg,-1,-1,-1,-1,98,460,222,464,-1,-1,-1,-1,160,462,195,168,191.6369,172.3422,277.3631,61.6578,341,322,98,285,105,163,284,173,351,301,422,409,4.2,picking fruits/vegetables,lawn and garden
5822,5823,050972317.jpg,291,389,265,328,335,307,381,319,367,351,341,408,358,313,361,202,361.8126,175.5895,364.1874,98.4105,298,238,339,233,363,190,358,214,319,263,244,270,2.316466274306621,picking fruits/vegetables,lawn and garden
5823,5824,037995995.jpg,282,368,278,295,282,240,308,243,305,300,310,375,295,242,312,153,312.9908,130.4596,315.0092,84.5404,289,219,272,187,287,150,336,156,336,193,330,236,1.3789039125334297,picking fruits/vegetables,lawn and garden
5824,5825,044848523.jpg,281,478,284,443,293,351,335,353,349,448,354,477,314,352,325,220,321.6241,189.6169,315.3759,133.3831,218,252,254,267,279,218,370,222,379,294,365,361,1.6973956521683444,picking fruits/vegetables,lawn and garden
5825,5826,098064822.jpg,-1,-1,-1,-1,345,388,437,399,-1,-1,-1,-1,391,394,465,158,476.78,122.04,510.22,19.96,273,173,341,200,397,122,532,193,463,302,374,388,3.222530682553697,picking fruits/vegetables,lawn and garden
5826,5827,035027237.jpg,-1,-1,-1,-1,120,418,151,406,-1,-1,-1,-1,136,412,93,218,105.3404,170.2482,126.6596,87.7518,115,450,67,356,58,231,127,204,142,276,199,232,2.5561971754933146,picking fruits/vegetables,lawn and garden
5827,5828,045218294.jpg,-1,-1,-1,-1,346,383,414,382,-1,-1,-1,-1,380,383,369,193,372.1981,166.8159,381.8019,88.1841,245,393,286,306,322,201,415,185,410,257,479,212,2.376484799025653,picking fruits/vegetables,lawn and garden
